,format
4183,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,422,488,813,682,Tomato-leaf"
4184,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,300,500,463,692,Tomato-leaf"
4185,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/cedar-apple-rust_fig-2.jpg,86,73,1631,950,Apple-rust-leaf"
4186,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/cedar-apple-rest-225x300.jpg,35,10,205,296,Apple-rust-leaf"
4187,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,2192,739,2595,1308,Blueberry-leaf"
4188,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,992,1176,1435,1442,Blueberry-leaf"
4189,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,1440,1242,1792,1785,Blueberry-leaf"
4190,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,1263,2093,1612,2385,Blueberry-leaf"
4191,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,1154,2411,1449,2736,Blueberry-leaf"
4192,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,1800,2428,2303,2731,Blueberry-leaf"
4193,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,1906,1648,2246,1905,Blueberry-leaf"
4194,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,2017,1948,2269,2276,Blueberry-leaf"
4195,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,3057,616,3372,1182,Blueberry-leaf"
4196,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Red-Blueberry-Leaves.jpg,2960,1096,3397,1428,Blueberry-leaf"
4197,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Late%20blight%20tomato1.jpg,41,139,354,297,Tomato-leaf-late-blight"
4198,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Soybean%20oil%20leaf2.JPG.jpg,1250,139,2514,1897,Soyabean-leaf"
4199,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Soybean%20oil%20leaf2.JPG.jpg,787,1764,2147,2755,Soyabean-leaf"
4200,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Soybean%20oil%20leaf2.JPG.jpg,2217,1424,3632,2564,Soyabean-leaf"
4201,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/backus-045-potato-blight.jpg,1166,930,1964,1849,Potato-leaf-early-blight"
4202,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/backus-045-potato-blight.jpg,1220,28,1696,558,Potato-leaf-early-blight"
4203,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/backus-045-potato-blight.jpg,13,1134,549,1530,Potato-leaf-early-blight"
4204,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/backus-045-potato-blight.jpg,815,851,1481,1198,Potato-leaf-early-blight"
4205,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/backus-045-potato-blight.jpg,1803,883,2186,1107,Potato-leaf-early-blight"
4206,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/backus-045-potato-blight.jpg,1973,641,2424,960,Potato-leaf-early-blight"
4207,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato_Blight_Leaves.JPG.jpg,199,3,610,405,Tomato-leaf-late-blight"
4208,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato_Blight_Leaves.JPG.jpg,641,317,844,611,Tomato-leaf-late-blight"
4209,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato_Blight_Leaves.JPG.jpg,1382,546,1600,970,Tomato-leaf-late-blight"
4210,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato_Blight_Leaves.JPG.jpg,831,375,1232,566,Tomato-leaf-late-blight"
4211,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato_Blight_Leaves.JPG.jpg,588,711,943,1200,Tomato-leaf-late-blight"
4212,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato-brown-rugose-fruit-virus-ToBRFV-infected-tomato-Solanum-lycopersicum-plants_Q320.jpg,187,256,217,304,Tomato-leaf-mosaic-virus"
4213,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato-brown-rugose-fruit-virus-ToBRFV-infected-tomato-Solanum-lycopersicum-plants_Q320.jpg,253,248,278,285,Tomato-leaf-mosaic-virus"
4214,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato-brown-rugose-fruit-virus-ToBRFV-infected-tomato-Solanum-lycopersicum-plants_Q320.jpg,224,246,246,287,Tomato-leaf-mosaic-virus"
4215,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato-brown-rugose-fruit-virus-ToBRFV-infected-tomato-Solanum-lycopersicum-plants_Q320.jpg,230,179,251,239,Tomato-leaf-mosaic-virus"
4216,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato-brown-rugose-fruit-virus-ToBRFV-infected-tomato-Solanum-lycopersicum-plants_Q320.jpg,197,182,223,238,Tomato-leaf-mosaic-virus"
4217,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TOMATO%20LATE%20BLIGHT%20ON%20LEAF.jpg,87,79,798,459,Tomato-leaf-late-blight"
4218,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/confused-early-blight-septoria-zoom.jpg,1,14,446,407,Tomato-Septoria-leaf-spot"
4219,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Powdery1.jpg,10,21,768,958,Squash-Powdery-mildew-leaf"
4220,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_140609182-stock-photo-beauty-peach-with-leaf.jpg,62,63,237,129,Peach-leaf"
4221,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/d4fc0f56-da2e-4d7e-9a22-2430b562eeee.jpeg.jpg,40,272,269,471,Potato-leaf-late-blight"
4222,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/d4fc0f56-da2e-4d7e-9a22-2430b562eeee.jpeg.jpg,269,279,480,540,Potato-leaf-late-blight"
4223,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/d4fc0f56-da2e-4d7e-9a22-2430b562eeee.jpeg.jpg,161,397,326,760,Potato-leaf-late-blight"
4224,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/d4fc0f56-da2e-4d7e-9a22-2430b562eeee.jpeg.jpg,295,194,489,400,Potato-leaf-late-blight"
4225,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-apple-leaf-X31BGG.jpg,59,180,1268,945,Apple-Scab-Leaf"
4226,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/bacterial-leaf-streak-of-corn.jpg,17,14,254,480,Corn-leaf-blight"
4227,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/bacterial-leaf-streak-of-corn.jpg,275,11,512,467,Corn-leaf-blight"
4228,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/bacterial-leaf-streak-of-corn.jpg,579,7,787,406,Corn-leaf-blight"
4229,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Southern-rust-upper-side-of-leaf-with-pustules-1.jpg,2,2,514,256,Corn-rust-leaf"
4230,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PxWBE.jpg,415,923,1242,1418,Tomato-leaf"
4231,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PxWBE.jpg,737,995,2026,3029,Tomato-leaf"
4232,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PxWBE.jpg,554,356,1159,1029,Tomato-leaf"
4233,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PxWBE.jpg,9,395,387,1312,Tomato-leaf"
4234,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blueberryleaves.jpg,705,706,1322,1301,Blueberry-leaf"
4235,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blueberryleaves.jpg,292,705,765,1286,Blueberry-leaf"
4236,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blueberryleaves.jpg,653,405,1291,773,Blueberry-leaf"
4237,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blueberryleaves.jpg,454,197,958,688,Blueberry-leaf"
4238,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blueberryleaves.jpg,150,624,553,1071,Blueberry-leaf"
4239,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Northern-Corn-Leaf-Blight4.jpg,8,10,490,309,Corn-leaf-blight"
4240,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato+Problems+Septoria+Leaf+Spot.jpg,190,410,284,552,Tomato-Septoria-leaf-spot"
4241,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato+Problems+Septoria+Leaf+Spot.jpg,14,431,206,613,Tomato-Septoria-leaf-spot"
4242,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Tomato+Problems+Septoria+Leaf+Spot.jpg,69,186,286,370,Tomato-Septoria-leaf-spot"
4243,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/corn-northern-corn-leaf-blight.jpg,104,60,1000,478,Corn-leaf-blight"
4244,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,349,41,431,86,Tomato-leaf-yellow-virus"
4245,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,295,166,385,245,Tomato-leaf-yellow-virus"
4246,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,256,169,319,232,Tomato-leaf-yellow-virus"
4247,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,36,54,83,124,Tomato-leaf-yellow-virus"
4248,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,81,51,135,108,Tomato-leaf-yellow-virus"
4249,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,268,77,326,126,Tomato-leaf-yellow-virus"
4250,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,118,198,233,294,Tomato-leaf-yellow-virus"
4251,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,328,229,466,321,Tomato-leaf-yellow-virus"
4252,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,278,284,410,438,Tomato-leaf-yellow-virus"
4253,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/TYLCVDFerrinlr.jpg,203,245,301,319,Tomato-leaf-yellow-virus"
4254,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/curling-issues.jpg,1687,1229,2820,1967,Tomato-leaf"
4255,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/curling-issues.jpg,625,1400,1996,2253,Tomato-leaf"
4256,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/curling-issues.jpg,2077,719,3610,1314,Tomato-leaf"
4257,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_56066889-stock-photo-apple-with-leaf.jpg,87,210,381,416,Apple-leaf"
4258,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/a7710b5901ba1f8e9759ef7576cd9f09.jpg,1156,956,2001,1813,Tomato-leaf-late-blight"
4259,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PHOTO_1333642740144.jpg,690,680,900,834,Tomato-Septoria-leaf-spot"
4260,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PHOTO_1333642740144.jpg,900,414,1207,584,Tomato-Septoria-leaf-spot"
4261,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PHOTO_1333642740144.jpg,1086,87,1322,537,Tomato-Septoria-leaf-spot"
4262,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PHOTO_1333642740144.jpg,583,164,902,425,Tomato-Septoria-leaf-spot"
4263,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PHOTO_1333642740144.jpg,247,355,569,733,Tomato-Septoria-leaf-spot"
4264,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Potato-Blight-Infecting-Leaves.jpg,201,40,513,316,Potato-leaf-early-blight"
4265,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Potato-Blight-Infecting-Leaves.jpg,351,400,641,612,Potato-leaf-early-blight"
4266,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Potato-Blight-Infecting-Leaves.jpg,573,319,715,469,Potato-leaf-early-blight"
4267,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_9274005-stock-photo-strawberry-leaf.jpg,295,210,647,686,Strawberry-leaf"
4268,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_9274005-stock-photo-strawberry-leaf.jpg,593,137,936,590,Strawberry-leaf"
4269,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_9274005-stock-photo-strawberry-leaf.jpg,124,6,637,329,Strawberry-leaf"
4270,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Pest2371.jpg,47,7,500,594,Tomato-leaf-bacterial-spot"
4271,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/corn-rust.jpg,214,1,478,350,Corn-rust-leaf"
4272,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-raspberry-three-leaves-like-poison-ivy.jpg,78,248,499,631,Raspberry-leaf"
4273,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-raspberry-three-leaves-like-poison-ivy.jpg,465,111,778,510,Raspberry-leaf"
4274,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-raspberry-three-leaves-like-poison-ivy.jpg,154,85,499,248,Raspberry-leaf"
4275,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-raspberry-three-leaves-like-poison-ivy.jpg,1,6,276,228,Raspberry-leaf"
4276,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/LBleaf2INIA_0.jpg,341,189,1935,1262,Tomato-leaf-late-blight"
4277,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,303,13,1195,480,Apple-rust-leaf"
4278,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,67,217,1104,594,Apple-rust-leaf"
4279,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,264,461,1236,874,Apple-rust-leaf"
4280,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/brshoot2_zoom.jpg,1,360,381,715,grape-leaf-black-rot"
4281,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/brshoot2_zoom.jpg,549,736,784,1147,grape-leaf-black-rot"
4282,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,1,32,150,205,grape-leaf-black-rot"
4283,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,126,62,307,272,grape-leaf-black-rot"
4284,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,276,1,430,117,grape-leaf-black-rot"
4285,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PMSquashBHedlundHerndonVA2006-1y47tkc.jpg,308,11,2558,2112,Squash-Powdery-mildew-leaf"
4286,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PMSquashBHedlundHerndonVA2006-1y47tkc.jpg,2205,731,2816,2075,Squash-Powdery-mildew-leaf"
4287,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/PMSquashBHedlundHerndonVA2006-1y47tkc.jpg,1,210,399,1590,Squash-Powdery-mildew-leaf"
4288,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blog_early_blight_628.jpg,80,108,244,183,Tomato-Early-blight-leaf"
4289,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blog_early_blight_628.jpg,98,206,249,511,Tomato-Early-blight-leaf"
4290,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/blog_early_blight_628.jpg,293,97,432,250,Tomato-Early-blight-leaf"
4291,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/bact-spot-leaf-big.jpg,8,104,768,758,Tomato-leaf-bacterial-spot"
4292,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Leaf%2Bsymptoms%2BMDA.jpg,768,271,1254,1204,Tomato-leaf-bacterial-spot"
4293,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Leaf%2Bsymptoms%2BMDA.jpg,452,544,1092,1533,Tomato-leaf-bacterial-spot"
4294,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Leaf%2Bsymptoms%2BMDA.jpg,37,49,679,1004,Tomato-leaf-bacterial-spot"
4295,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Mildew-on-cucumber-leaf-1024x768.jpg,222,128,904,739,Squash-Powdery-mildew-leaf"
4296,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,225,474,442,607,Potato-leaf-late-blight"
4297,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,479,575,611,694,Potato-leaf-late-blight"
4298,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,553,432,678,703,Potato-leaf-late-blight"
4299,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,593,448,696,608,Potato-leaf-late-blight"
4300,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,133,166,286,233,Potato-leaf-late-blight"
4301,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,64,243,192,333,Potato-leaf-late-blight"
4302,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Lateblight.jpg,66,427,203,685,Potato-leaf-late-blight"
4303,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/classic-septoria.jpg,421,1798,1201,3048,Tomato-Septoria-leaf-spot"
4304,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/classic-septoria.jpg,826,1172,1482,2129,Tomato-Septoria-leaf-spot"
4305,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/classic-septoria.jpg,245,565,1124,1436,Tomato-Septoria-leaf-spot"
4306,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/classic-septoria.jpg,1261,691,1851,1533,Tomato-Septoria-leaf-spot"
4307,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/corn-short-backlit-Xanth-lesions-halos-f2.jpg,57,4,582,853,Corn-leaf-blight"
4308,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/corn-disease-update-fig-2-diplodia-leaf-streak1.jpg,3,565,2126,1057,Corn-leaf-blight"
4309,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_6570387-stock-photo-strawberry-leaf.jpg,322,1,686,493,Strawberry-leaf"
4310,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_6570387-stock-photo-strawberry-leaf.jpg,499,370,930,702,Strawberry-leaf"
4311,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/depositphotos_6570387-stock-photo-strawberry-leaf.jpg,84,335,491,726,Strawberry-leaf"
4312,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/LateBlt_FromRusinek.jpg,415,258,540,405,Tomato-leaf-late-blight"
4313,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/LateBlt_FromRusinek.jpg,170,3,360,208,Tomato-leaf-late-blight"
